时间 Time(s),目标纬度 t_loc_lat(deg),目标经度 t_loc_lon(deg),目标高度 t_loc_alt(m),目标北向 t_loc_G_N(m),目标天向 t_loc_G_U(m),目标东向 t_loc_G_E(m),目北速反算 t_vel_G_N(m),目天速反算 t_vel_G_U(m),目东速反算 t_vel_G_E(m),目标北速 t_vel_G_N(m),目标天速 t_vel_G_U(m),目标东速 t_vel_G_E(m),导弹纬度 m_loc_lat(deg),导弹经度 m_loc_lon(deg),导弹高度 m_loc_alt(m),导弹北向 m_loc_G_N(m),导弹天向 m_loc_G_U(m),导弹东向 m_loc_G_E(m),俯仰角 m_theta(deg),弹道倾角 m_gamma(deg),攻角 m_alpha(deg),偏航角 m_psi(deg),弹道偏角 m_psis(deg),侧滑角 m_beta(deg),升力 lift_force(N),阻力 drag_force(N),侧力 side_force(N),相对北向 rel_loc_N(m),相对天向 rel_loc_U(m),相对东向 rel_loc_E(m),北向速度 m_vel_N_N(m/s),天向速度 m_vel_N_U(m/s),东向速度 m_vel_N_E(m/s),地系速 m_vel_G_s(m/s),导系速 m_vel_N_s(m/s),弹目距 mt_dist(m),质量 m_mass(kg),推力 m_thrust(N),方向舵 delta_r(deg),升降舵 delta_e(deg),法向过载 overload_N(-),视线角V lambda_v(deg),视线角速V lambda_v_dot(deg/s),视线角H lambda_h(deg),视线角速H lambda_h_dot(deg/s),制导阶段 guidance_phase(-),命中时间 impact_time_est(s),马赫数 m_mach(-)
0.6,20.401,120.05,32000,44618.8,32006,5134.22,49.9988,10,-150.387,50,10,-150,20.0015,120,19000.2,165.931,19000.2,33.1843,0.786205,-0.387105,1.17331,-11.2658,-11.3076,0.0417529,38.0254,50.4421,-0.553869,44425.9,12999.8,5191.82,302.257,-2.16027,60.4379,307.372,308.248,46579.1,156.933,13792.2,1.0384,2.61807,0.0253653,16.1495,0.108366,-6.68285,0.21222,1,-1,1.04179
0.61,20.401,120.05,32000,44619.3,32006.1,5132.72,49.9988,10,-150.387,50,10,-150,20.0015,120,19000.2,168.962,19000.2,33.7904,0.790664,-0.401544,1.19221,-11.2641,-11.3075,0.0433884,38.8687,50.7495,-0.579212,44422.9,12999.8,5191.22,303.115,-2.24376,60.6087,308.248,309.123,46576.1,156.915,13768.9,1.04178,2.62067,0.0259308,16.1495,0.108777,-6.68285,0.212317,1,-1,1.04476
0.62,20.401,120.05,32000,44619.8,32006.2,5131.21,49.9988,10,-150.387,50,10,-150,20.0015,120,19000.2,172.002,19000.2,34.3982,0.795222,-0.415883,1.21111,-11.2623,-11.3073,0.0450611,39.7194,51.0578,-0.605324,44419.8,12999.8,5190.61,303.973,-2.32711,60.7795,309.123,309.998,46573.2,156.897,13777.6,1.04516,2.62324,0.0265012,16.1495,0.109188,-6.68285,0.212413,1,-1,1.04772
0.63,20.401,120.05,32000,44620.3,32006.3,5129.71,49.9988,10,-150.387,50,10,-150,20.0016,120,19000.1,175.05,19000.1,35.0077,0.79988,-0.430116,1.23,-11.2604,-11.3072,0.046771,40.578,51.3677,-0.632229,44416.8,12999.8,5190,304.831,-2.41034,60.9504,309.998,310.874,46570.2,156.879,13786.3,1.04855,2.62578,0.0270771,16.1495,0.109598,-6.68285,0.21251,1,-1,1.05069
0.64,20.401,120.05,32000,44620.8,32006.4,5128.2,49.9988,10,-150.387,50,10,-150,20.0016,120,19000.1,178.107,19000.1,35.6189,0.804639,-0.444242,1.24888,-11.2585,-11.3071,0.0485182,41.4443,51.6791,-0.659935,44413.8,12999.9,5189.39,305.69,-2.49342,61.1214,310.874,311.751,46567.2,156.861,13794.9,1.05194,2.62833,0.0276583,16.1495,0.110009,-6.68285,0.212607,1,-1,1.05366
0.65,20.401,120.05,32000,44621.3,32006.5,5126.7,49.9988,10,-150.387,50,10,-150,20.0016,120,19000.1,181.173,19000.1,36.2318,0.809498,-0.458263,1.26776,-11.2566,-11.3069,0.0503031,42.3185,51.9922,-0.688457,44410.7,12999.9,5188.78,306.55,-2.57636,61.2925,311.751,312.628,46564.3,156.843,13803.6,1.05534,2.63087,0.0282449,16.1495,0.11042,-6.68285,0.212705,1,-1,1.05663
0.66,20.401,120.05,32000,44621.8,32006.6,5125.2,49.9988,10,-150.387,50,10,-150,20.0017,120,19000.1,184.247,19000.1,36.8464,0.814458,-0.472178,1.28664,-11.2546,-11.3068,0.052126,43.2005,52.3068,-0.717811,44407.6,12999.9,5188.17,307.411,-2.65916,61.4637,312.628,313.506,46561.3,156.825,13812.3,1.05874,2.63341,0.0288369,16.1495,0.110831,-6.68285,0.212802,1,-1,1.05961
0.67,20.401,120.05,32000,44622.3,32006.7,5123.69,49.9988,10,-150.387,50,10,-150,20.0017,120,19000,187.33,19000,37.4628,0.819521,-0.485988,1.30551,-11.2526,-11.3066,0.0539873,44.0905,52.6231,-0.748011,44404.6,12999.9,5187.55,308.272,-2.74181,61.6349,313.506,314.385,46558.3,156.807,13821,1.06215,2.63594,0.0294343,16.1495,0.111243,-6.68285,0.212899,1,-1,1.06258
0.68,20.401,120.05,32000,44622.8,32006.8,5122.19,49.9988,10,-150.387,50,10,-150,20.0017,120,19000,190.421,19000,38.0809,0.824686,-0.499694,1.32438,-11.2506,-11.3065,0.0558871,44.9886,52.941,-0.779072,44401.5,13000,5186.93,309.134,-2.82432,61.8063,314.385,315.264,46555.3,156.789,13829.6,1.06557,2.63847,0.0300372,16.1495,0.111654,-6.68285,0.212996,1,-1,1.06556
0.69,20.401,120.05,32000,44623.3,32006.9,5120.69,49.9988,10,-150.387,50,10,-150,20.0017,120,19000,193.521,19000,38.7006,0.829955,-0.513295,1.34325,-11.2485,-11.3063,0.0578259,45.8947,53.2605,-0.811009,44398.4,13000,5186.31,309.996,-2.90667,61.9777,315.264,316.144,46552.3,156.771,13838.3,1.06899,2.641,0.0306457,16.1495,0.112066,-6.68285,0.213094,1,-1,1.06854
0.7,20.401,120.05,32000,44623.8,32007,5119.18,49.9988,10,-150.387,50,10,-150,20.0018,120,19000,196.63,19000,39.3221,0.835327,-0.526793,1.36212,-11.2463,-11.3061,0.0598039,46.8091,53.5817,-0.843838,44395.3,13000,5185.69,310.859,-2.98888,62.1493,316.144,317.025,46549.3,156.753,13847,1.07241,2.64353,0.0312598,16.1495,0.112478,-6.68285,0.213191,1,-1,1.07152
0.71,20.401,120.05,32000,44624.3,32007.1,5117.68,49.9988,10,-150.387,50,10,-150,20.0018,120,18999.9,199.747,18999.9,39.9453,0.840804,-0.540187,1.38099,-11.2441,-11.3059,0.0618214,47.7317,53.9045,-0.877575,44392.2,13000,5185.07,311.723,-3.07093,62.3209,317.025,317.906,46546.2,156.735,13855.7,1.07584,2.64605,0.0318796,16.1495,0.11289,-6.68285,0.213289,1,-1,1.07451
0.72,20.401,120.05,32000,44624.8,32007.2,5116.17,49.9988,10,-150.387,50,10,-150,20.0018,120,18999.9,202.873,18999.9,40.5703,0.846387,-0.553478,1.39986,-11.2419,-11.3058,0.0638788,48.6626,54.2289,-0.912236,44389.1,13000.1,5184.45,312.587,-3.15282,62.4926,317.906,318.788,46543.2,156.716,13864.3,1.07927,2.64857,0.032505,16.1495,0.113302,-6.68285,0.213387,1,-1,1.07749
0.73,20.401,120.05,32000,44625.3,32007.3,5114.67,49.9988,10,-150.387,50,10,-150,20.0019,120,18999.9,206.007,18999.9,41.1969,0.852075,-0.566666,1.41874,-11.2396,-11.3056,0.0659763,49.602,54.5551,-0.947835,44385.9,13000.1,5183.82,313.452,-3.23456,62.6645,318.788,319.671,46540.2,156.698,13873,1.08271,2.65109,0.0331363,16.1495,0.113715,-6.68285,0.213485,1,-1,1.08048
0.74,20.401,120.05,32000,44625.8,32007.4,5113.17,49.9988,10,-150.387,50,10,-150,20.0019,120,18999.8,209.15,18999.8,41.8253,0.857869,-0.579752,1.43762,-11.2373,-11.3054,0.0681143,50.5498,54.8829,-0.984391,44382.8,13000.1,5183.19,314.317,-3.31613,62.8363,319.671,320.554,46537.1,156.68,13881.7,1.08615,2.65361,0.0337734,16.1495,0.114127,-6.68285,0.213582,1,-1,1.08347
0.75,20.401,120.05,32000,44626.3,32007.5,5111.66,49.9988,10,-150.387,50,10,-150,20.0019,120,18999.8,212.302,18999.8,42.4554,0.863771,-0.592735,1.45651,-11.2349,-11.3052,0.0702931,51.5062,55.2124,-1.02192,44379.7,13000.2,5182.56,315.183,-3.39754,63.0083,320.554,321.438,46534,156.662,13890.3,1.08959,2.65613,0.0344163,16.1495,0.11454,-6.68285,0.21368,1,-1,1.08647
0.76,20.401,120.05,32000,44626.8,32007.6,5110.16,49.9988,10,-150.387,50,10,-150,20.0019,120,18999.8,215.463,18999.8,43.0872,0.86978,-0.605617,1.4754,-11.2325,-11.305,0.072513,52.4713,55.5436,-1.06044,44376.5,13000.2,5181.93,316.05,-3.47878,63.1804,321.438,322.322,46531,156.644,13899,1.09304,2.65864,0.0350652,16.1495,0.114953,-6.68285,0.213778,1,-1,1.08946
0.77,20.401,120.05,32000,44627.3,32007.7,5108.65,49.9988,10,-150.387,50,10,-150,20.002,120,18999.7,218.632,18999.7,43.7207,0.875898,-0.618398,1.4943,-11.23,-11.3048,0.0747743,53.4451,55.8765,-1.09996,44373.3,13000.2,5181.3,316.918,-3.55986,63.3525,322.322,323.207,46527.9,156.626,13907.7,1.0965,2.66115,0.0357201,16.1495,0.115366,-6.68285,0.213876,1,-1,1.09246
0.78,20.401,120.05,32000,44627.8,32007.8,5107.15,49.9988,10,-150.387,50,10,-150,20.002,120,18999.7,221.81,18999.7,44.3559,0.882124,-0.631078,1.5132,-11.2275,-11.3045,0.0770775,54.4276,56.2111,-1.14051,44370.2,13000.3,5180.67,317.786,-3.64076,63.5248,323.207,324.093,46524.8,156.608,13916.4,1.09996,2.66366,0.036381,16.1495,0.115779,-6.68285,0.213975,1,-1,1.09546
0.79,20.401,120.05,32000,44628.3,32007.9,5105.65,49.9988,10,-150.387,50,10,-150,20.002,120,18999.6,224.996,18999.6,44.9929,0.888461,-0.643657,1.53212,-11.2249,-11.3043,0.0794227,55.4191,56.5475,-1.1821,44367,13000.3,5180.03,318.654,-3.72149,63.6971,324.093,324.98,46521.7,156.59,13925,1.10342,2.66617,0.037048,16.1495,0.116193,-6.68285,0.214073,1,-1,1.09846
0.8,20.401,120.05,32000,44628.8,32008,5104.14,49.9988,10,-150.387,50,10,-150,20.0021,120,18999.6,228.191,18999.6,45.6316,0.894907,-0.656135,1.55104,-11.2223,-11.3041,0.0818104,56.4196,56.8856,-1.22475,44363.8,13000.4,5179.39,319.524,-3.80205,63.8695,324.98,325.867,46518.6,156.572,13933.7,1.10688,2.66868,0.0377212,16.1495,0.116606,-6.68285,0.214171,1,-1,1.10147
0.81,20.4014,120.049,32008.1,44629.3,32008.1,5102.64,49.9988,10,-150.387,50,10,-150,20.0021,120,18999.6,231.395,18999.6,46.272,0.901465,-0.668514,1.56998,-11.2196,-11.3039,0.0842415,57.4291,57.2255,-1.26847,44401.1,13008.5,5056.94,320.394,-3.88243,64.0419,325.867,326.754,46543,156.554,13942.4,1.1258,2.67118,0.0384006,16.1495,0.116779,-6.68285,0.215114,2,-1,1.10447
0.82,20.4014,120.049,32008.2,44629.8,32008.2,5101.13,49.9988,10,-150.387,50,10,-150,20.0021,120,18999.5,234.608,18999.5,46.9142,0.908133,-0.680793,1.58893,-11.2169,-11.3036,0.0867161,58.4477,57.5671,-1.3133,44398.4,13008.6,5054.8,321.264,-3.96262,64.2145,326.754,327.643,46540.2,156.536,13951.9,1.12169,2.66926,0.0390862,16.1495,0.117189,-6.68285,0.215226,2,-1,1.10748
0.83,20.4014,120.049,32008.3,44630.3,32008.3,5099.63,49.9988,10,-150.387,50,10,-150,20.0021,120,18999.5,237.829,18999.5,47.558,0.914914,-0.692972,1.60789,-11.2141,-11.3034,0.0892346,59.4756,57.9105,-1.35925,44395.7,13008.8,5052.65,322.135,-4.04264,64.3871,327.643,328.532,46537.5,156.518,13961.5,1.12795,2.67327,0.0397782,16.1495,0.1176,-6.68285,0.215338,2,-1,1.11049
0.84,20.4014,120.049,32008.4,44630.8,32008.4,5098.13,49.9988,10,-150.387,50,10,-150,20.0022,120,18999.4,241.059,18999.4,48.2036,0.921808,-0.705051,1.62686,-11.2113,-11.3031,0.0917973,60.5127,58.2558,-1.40633,44393,13008.9,5050.5,323.007,-4.12246,64.5599,328.532,329.422,46534.7,156.5,13971,1.12966,2.67557,0.0404766,16.1495,0.118011,-6.68285,0.21545,2,-1,1.11351
0.85,20.4014,120.049,32008.5,44631.3,32008.5,5096.62,49.9988,10,-150.387,50,10,-150,20.0022,120,18999.4,244.298,18999.4,48.851,0.928815,-0.717032,1.64585,-11.2084,-11.3028,0.0944046,61.5593,58.6029,-1.45458,44390.2,13009.1,5048.35,323.88,-4.2021,64.7327,329.422,330.312,46531.9,156.481,13980.6,1.13348,2.67832,0.0411815,16.1495,0.118421,-6.68285,0.215562,2,-1,1.11652
0.86,20.4014,120.049,32008.6,44631.8,32008.6,5095.12,49.9988,10,-150.387,50,10,-150,20.0022,120,18999.4,247.546,18999.4,49.5,0.935936,-0.728913,1.66485,-11.2055,-11.3026,0.0970567,62.6154,58.9518,-1.504,44387.5,13009.2,5046.2,324.753,-4.28155,64.9056,330.312,331.204,46529.1,156.463,13990.1,1.13643,2.68092,0.0418929,16.1495,0.118833,-6.68285,0.215675,2,-1,1.11954
0.87,20.4014,120.049,32008.7,44632.3,32008.7,5093.62,49.9988,10,-150.387,50,10,-150,20.0023,120,18999.3,250.802,18999.3,50.1508,0.943172,-0.740696,1.68387,-11.2025,-11.3023,0.099754,63.681,59.3025,-1.55462,44384.8,13009.3,5044.04,325.627,-4.3608,65.0786,331.204,332.096,46526.3,156.445,13999.6,1.13982,2.68353,0.0426108,16.1495,0.119244,-6.68285,0.215787,2,-1,1.12256
0.88,20.4014,120.049,32008.8,44632.8,32008.8,5092.11,49.9988,10,-150.387,50,10,-150,20.0023,120,18999.3,254.067,18999.3,50.8033,0.950523,-0.752381,1.7029,-11.1995,-11.302,0.102497,64.7563,59.6551,-1.60645,44382,13009.5,5041.89,326.502,-4.43985,65.2517,332.096,332.988,46523.4,156.427,14009.2,1.14307,2.68611,0.0433354,16.1495,0.119655,-6.68285,0.2159,2,-1,1.12559
0.89,20.4014,120.049,32008.9,44633.3,32008.9,5090.61,49.9988,10,-150.387,50,10,-150,20.0023,120,18999.2,257.341,18999.2,51.4576,0.957991,-0.763967,1.72196,-11.1964,-11.3017,0.105286,65.8414,60.0096,-1.65952,44379.2,13009.6,5039.73,327.378,-4.5187,65.4249,332.988,333.882,46520.6,156.409,14018.7,1.14644,2.68868,0.0440667,16.1495,0.120067,-6.68285,0.216013,2,-1,1.12861
0.9,20.4014,120.049,32009,44633.8,32009,5089.1,49.9988,10,-150.387,50,10,-150,20.0023,120,18999.2,260.623,18999.2,52.1136,0.965575,-0.775456,1.74103,-11.1933,-11.3014,0.108121,66.9363,60.366,-1.71385,44376.5,13009.8,5037.57,328.254,-4.59736,65.5981,333.882,334.776,46517.8,156.391,14028.3,1.1498,2.69123,0.0448048,16.1495,0.120479,-6.68285,0.216126,2,-1,1.13164
0.91,20.4014,120.049,32009.1,44634.3,32009.1,5087.6,49.9988,10,-150.387,50,10,-150,20.0024,120.001,18999.1,263.915,18999.1,52.7713,0.973276,-0.786847,1.76012,-11.1901,-11.3011,0.111003,68.0411,60.7242,-1.76945,44373.7,13009.9,5035.41,329.131,-4.6758,65.7714,334.776,335.67,46514.9,156.373,14037.8,1.15321,2.69377,0.0455497,16.1495,0.12089,-6.68285,0.216239,2,-1,1.13467
0.92,20.4014,120.049,32009.2,44634.8,32009.2,5086.1,49.9988,10,-150.387,50,10,-150,20.0024,120.001,18999.1,267.215,18999.1,53.4307,0.981096,-0.798141,1.77924,-11.1869,-11.3008,0.113931,69.156,61.0844,-1.82634,44370.9,13010.1,5033.25,330.008,-4.75404,65.9449,335.67,336.566,46512.1,156.355,14047.4,1.15663,2.6963,0.0463014,16.1495,0.121302,-6.68285,0.216353,2,-1,1.1377
0.93,20.4014,120.049,32009.3,44635.3,32009.3,5084.59,49.9988,10,-150.387,50,10,-150,20.0024,120.001,18999,270.524,18999,54.0919,0.989034,-0.809338,1.79837,-11.1836,-11.3005,0.116907,70.2809,61.4465,-1.88456,44368.1,13010.2,5031.08,330.886,-4.83207,66.1183,336.566,337.462,46509.2,156.337,14056.9,1.16008,2.69881,0.0470602,16.1495,0.121714,-6.68285,0.216466,2,-1,1.14074
0.94,20.4014,120.049,32009.4,44635.8,32009.4,5083.09,49.9988,10,-150.387,50,10,-150,20.0025,120.001,18999,273.841,18999,54.7548,0.997092,-0.820438,1.81753,-11.1802,-11.3001,0.119931,71.4161,61.8106,-1.94411,44365.3,13010.4,5028.92,331.765,-4.90989,66.2919,337.462,338.359,46506.3,156.319,14066.4,1.16356,2.70132,0.047826,16.1495,0.122127,-6.68285,0.21658,2,-1,1.14378
0.95,20.4014,120.049,32009.5,44636.3,32009.5,5081.58,49.9988,10,-150.387,50,10,-150,20.0025,120.001,18998.9,277.168,18998.9,55.4195,1.00527,-0.831442,1.83671,-11.1768,-11.2998,0.123003,72.5616,62.1766,-2.00503,44362.5,13010.5,5026.75,332.645,-4.98749,66.4656,338.359,339.256,46503.4,156.301,14076,1.16705,2.70381,0.0485988,16.1495,0.122539,-6.68285,0.216694,2,-1,1.14681
0.96,20.4014,120.049,32009.6,44636.8,32009.6,5080.08,49.9988,10,-150.387,50,10,-150,20.0025,120.001,18998.9,280.503,18998.9,56.0859,1.01357,-0.842349,1.85592,-11.1733,-11.2994,0.126123,73.7175,62.5445,-2.06733,44359.6,13010.7,5024.58,333.525,-5.06487,66.6393,339.256,340.155,46500.6,156.283,14085.5,1.17056,2.7063,0.0493788,16.1495,0.122951,-6.68285,0.216808,2,-1,1.14986
0.97,20.4014,120.049,32009.7,44637.3,32009.7,5078.58,49.9988,10,-150.387,50,10,-150,20.0026,120.001,18998.8,283.847,18998.8,56.754,1.02199,-0.85316,1.87515,-11.1698,-11.2991,0.129293,74.8839,62.9145,-2.13103,44356.8,13010.8,5022.41,334.406,-5.14203,66.8131,340.155,341.054,46497.7,156.265,14095.1,1.17408,2.70877,0.0501661,16.1495,0.123364,-6.68285,0.216922,2,-1,1.1529
0.98,20.4014,120.049,32009.8,44637.8,32009.8,5077.07,49.9988,10,-150.387,50,10,-150,20.0026,120.001,18998.8,287.2,18998.8,57.4239,1.03053,-0.863875,1.89441,-11.1662,-11.2987,0.132511,76.061,63.2864,-2.19616,44354,13011,5020.24,335.287,-5.21897,66.9869,341.054,341.953,46494.7,156.246,14104.6,1.17762,2.71124,0.0509606,16.1495,0.123777,-6.68285,0.217036,2,-1,1.15595
0.99,20.4014,120.049,32009.9,44638.3,32009.9,5075.57,49.9988,10,-150.387,50,10,-150,20.0026,120.001,18998.7,290.562,18998.7,58.0955,1.0392,-0.874495,1.91369,-11.1626,-11.2983,0.135779,77.2487,63.6604,-2.26274,44351.1,13011.1,5018.06,336.17,-5.29568,67.1609,341.953,342.854,46491.8,156.228,14114.2,1.18117,2.71369,0.0517625,16.1495,0.124189,-6.68285,0.21715,2,-1,1.159
1,20.4014,120.049,32010,44638.8,32010,5074.07,49.9988,10,-150.387,50,10,-150,20.0026,120.001,18998.7,293.932,18998.7,58.7688,1.04799,-0.885019,1.93301,-11.1589,-11.298,0.139098,78.4472,64.0363,-2.33079,44348.2,13011.3,5015.89,337.053,-5.37215,67.3349,342.854,343.755,46488.9,156.21,14123.7,1.18474,2.71614,0.0525719,16.1495,0.124602,-6.68285,0.217265,2,-1,1.16205
1.01,20.4015,120.049,32010.1,44639.3,32010.1,5072.56,49.9988,10,-150.387,50,10,-150,20.0027,120.001,18998.6,297.312,18998.6,59.4439,1.0569,-0.895447,1.95235,-11.1551,-11.2976,0.142466,79.6566,64.4144,-2.40033,44345.4,13011.4,5013.71,337.936,-5.4484,67.509,343.755,344.657,46486,156.192,14133.2,1.18832,2.71859,0.0533887,16.1495,0.125015,-6.68285,0.217379,2,-1,1.1651
1.02,20.4015,120.049,32010.2,44639.8,32010.2,5071.06,49.9988,10,-150.387,50,10,-150,20.0027,120.001,18998.6,300.7,18998.6,60.1207,1.06594,-0.905781,1.97172,-11.1513,-11.2972,0.145886,80.877,64.7944,-2.4714,44342.5,13011.6,5011.53,338.819,-5.52445,67.6827,344.657,345.557,46483,156.174,14110.8,1.19191,2.72101,0.0542131,16.1495,0.125429,-6.68285,0.217494,2,-1,1.16816
1.03,20.4015,120.049,32010.3,44640.3,32010.3,5069.55,49.9988,10,-150.387,50,10,-150,20.0027,120.001,18998.5,304.097,18998.5,60.7993,1.0751,-0.916032,1.99113,-11.1474,-11.2968,0.149357,82.1075,65.1758,-2.54398,44339.6,13011.7,5009.35,339.7,-5.6003,67.8562,345.557,346.456,46480.1,156.156,14088.4,1.19548,2.72339,0.0550445,16.1495,0.125841,-6.68285,0.217609,2,-1,1.17121
1.04,20.4015,120.049,32010.4,44640.8,32010.4,5068.05,49.9988,10,-150.387,50,10,-150,20.0028,120.001,18998.5,307.503,18998.5,61.4796,1.08439,-0.926199,2.01059,-11.1435,-11.2963,0.152881,83.3487,65.5585,-2.61811,44336.7,13011.9,5007.16,340.579,-5.67594,68.0293,346.456,347.354,46477.1,156.138,14066,1.19905,2.72571,0.0558833,16.1495,0.126253,-6.68285,0.217723,2,-1,1.17426
1.05,20.4015,120.048,32010.5,44641.3,32010.5,5066.55,49.9988,10,-150.387,50,10,-150,20.0028,120.001,18998.4,310.917,18998.4,62.1616,1.09381,-0.936285,2.03009,-11.1395,-11.2959,0.156458,84.6007,65.9426,-2.69382,44333.8,13012,5004.98,341.458,-5.75138,68.2021,347.354,348.25,46474.2,156.12,14043.5,1.2026,2.72798,0.0567295,16.1495,0.126665,-6.68285,0.217838,2,-1,1.1773
1.06,20.4015,120.048,32010.6,44641.8,32010.6,5065.04,49.9988,10,-150.387,50,10,-150,20.0028,120.001,18998.3,314.34,18998.3,62.8454,1.10336,-0.946288,2.04964,-11.1354,-11.2955,0.160089,85.8636,66.328,-2.77112,44330.9,13012.2,5002.79,342.335,-5.82662,68.3745,348.25,349.145,46471.2,156.102,14021.1,1.20615,2.7302,0.0575832,16.1495,0.127076,-6.68285,0.217952,2,-1,1.18034
1.07,20.4015,120.048,32010.7,44642.3,32010.7,5063.54,49.9988,10,-150.387,50,10,-150,20.0029,120.001,18998.3,317.773,18998.3,63.5308,1.11303,-0.95621,2.06924,-11.1313,-11.295,0.163773,87.1373,66.7147,-2.85004,44328,13012.4,5000.6,343.211,-5.90164,68.5466,349.145,350.039,46468.2,156.084,13998.7,1.20969,2.73237,0.0584445,16.1495,0.127486,-6.68285,0.218067,2,-1,1.18337
1.08,20.4015,120.048,32010.8,44642.8,32010.8,5062.03,49.9988,10,-150.387,50,10,-150,20.0029,120.001,18998.2,321.213,18998.2,64.218,1.12283,-0.966051,2.08888,-11.1271,-11.2946,0.167512,88.4221,67.1029,-2.9306,44325,13012.5,4998.41,344.085,-5.97646,68.7184,350.039,350.931,46465.2,156.066,13976.2,1.21323,2.73451,0.0593133,16.1495,0.127896,-6.68285,0.218181,2,-1,1.1864
1.09,20.4015,120.048,32010.9,44643.3,32010.9,5060.53,49.9988,10,-150.387,50,10,-150,20.0029,120.001,18998.2,324.663,18998.2,64.9069,1.13276,-0.975811,2.10858,-11.1228,-11.2941,0.171305,89.718,67.4924,-3.01283,44322.1,13012.7,4996.22,344.958,-6.05106,68.8899,350.931,351.822,46462.2,156.048,13953.8,1.21675,2.73661,0.0601898,16.1495,0.128305,-6.68285,0.218295,2,-1,1.18943
1.1,20.4015,120.048,32011,44643.8,32011,5059.03,49.9988,10,-150.387,50,10,-150,20.003,120.001,18998.1,328.121,18998.1,65.5975,1.14283,-0.98549,2.12832,-11.1185,-11.2937,0.175154,91.0251,67.8833,-3.09675,44319.1,13012.8,4994.03,345.83,-6.12544,69.061,351.822,352.711,46459.2,156.03,13931.4,1.22027,2.73868,0.0610741,16.1495,0.128713,-6.68285,0.21841,2,-1,1.19245
1.11,20.4015,120.048,32011.1,44644.3,32011.1,5057.52,49.9988,10,-150.387,50,10,-150,20.003,120.001,18998,331.588,18998,66.2898,1.15302,-0.99509,2.14811,-11.1141,-11.2932,0.179058,92.3435,68.2757,-3.18238,44316.2,13013,4991.83,346.701,-6.19961,69.2318,352.711,353.6,46456.2,156.011,13909,1.22379,2.74071,0.0619661,16.1495,0.129121,-6.68285,0.218524,2,-1,1.19546
1.12,20.4015,120.048,32011.2,44644.8,32011.2,5056.02,49.9988,10,-150.387,50,10,-150,20.003,120.001,18998,335.064,18998,66.9839,1.16335,-1.00461,2.16796,-11.1097,-11.2927,0.183018,93.6732,68.6694,-3.26975,44313.2,13013.2,4989.63,347.57,-6.27355,69.4022,353.6,354.487,46453.2,155.993,13886.5,1.22729,2.74271,0.0628659,16.1495,0.129529,-6.68285,0.218638,2,-1,1.19847
1.13,20.4015,120.048,32011.3,44645.3,32011.3,5054.51,49.9988,10,-150.387,50,10,-150,20.003,120.001,18997.9,338.548,18997.9,67.6796,1.17381,-1.01405,2.18786,-11.1052,-11.2922,0.187035,95.0144,69.0646,-3.35889,44310.2,13013.3,4987.43,348.438,-6.34727,69.5723,354.487,355.372,46450.2,155.975,13864.1,1.23079,2.74468,0.0637737,16.1495,0.129936,-6.68285,0.218752,2,-1,1.20148
1.14,20.4015,120.048,32011.4,44645.8,32011.4,5053.01,49.9988,10,-150.387,50,10,-150,20.0031,120.001,18997.8,342.041,18997.8,68.377,1.1844,-1.02341,2.20781,-11.1006,-11.2917,0.191108,96.3671,69.4612,-3.44981,44307.3,13013.5,4985.23,349.304,-6.42077,69.7421,355.372,356.256,46447.1,155.957,13841.7,1.23428,2.74663,0.0646895,16.1495,0.130342,-6.68285,0.218866,2,-1,1.20448
1.15,20.4015,120.048,32011.5,44646.3,32011.5,5051.51,49.9988,10,-150.387,50,10,-150,20.0031,120.001,18997.8,345.543,18997.8,69.0761,1.19512,-1.03269,2.22782,-11.096,-11.2912,0.19524,97.7314,69.8593,-3.54255,44304.3,13013.7,4983.03,350.169,-6.49404,69.9115,356.256,357.139,46444.1,155.939,13819.2,1.23777,2.74855,0.0656132,16.1495,0.130748,-6.68285,0.218979,2,-1,1.20748
1.16,20.4015,120.048,32011.6,44646.8,32011.6,5050,49.9988,10,-150.387,50,10,-150,20.0031,120.001,18997.7,349.053,18997.7,69.7769,1.20599,-1.0419,2.24788,-11.0913,-11.2907,0.199429,99.1075,70.2588,-3.63713,44301.3,13013.8,4980.83,351.033,-6.56708,70.0806,357.139,358.021,46441,155.921,13796.8,1.24125,2.75045,0.0665451,16.1495,0.131153,-6.68285,0.219093,2,-1,1.21047
1.17,20.4015,120.048,32011.7,44647.3,32011.7,5048.5,49.9988,10,-150.387,50,10,-150,20.0032,120.001,18997.7,352.572,18997.7,70.4794,1.21698,-1.05102,2.268,-11.0865,-11.2902,0.203676,100.495,70.6598,-3.73356,44298.3,13014,4978.62,351.896,-6.63989,70.2494,358.021,358.901,46438,155.903,13774.4,1.24473,2.75232,0.0674851,16.1495,0.131557,-6.68285,0.219207,2,-1,1.21345
1.18,20.4015,120.048,32011.8,44647.8,32011.8,5047,49.9988,10,-150.387,50,10,-150,20.0032,120.001,18997.6,356.1,18997.6,71.1836,1.22811,-1.06007,2.28818,-11.0816,-11.2896,0.207983,101.895,71.0623,-3.83189,44295.2,13014.1,4976.41,352.757,-6.71246,70.4178,358.901,359.779,46434.9,155.885,13752,1.24819,2.75416,0.0684334,16.1495,0.131961,-6.68285,0.21932,2,-1,1.21644
